playerID,Name,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
4603,Aaron Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480,Khalid Abdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343,Mehdi Abeid,0,0,22,73,0,4,22,10,3,0,63,42,43,5,11,10,0,0,0,311,23.92,0,9,33,2,16,0,0,12,0,0,0,0,0,0,0.00,0,0,12,2,17,0,0,0,0,0,0,0,0,0
2840,Abou Diaby,0,0,247,74,0,31,166,173,44,0,477,749,778,274,130,154,0,0,11,"4,616",37.23,3,47,13,58,140,14,2,151,7,14,2,10,1,2,0.11,0,0,114,37,32,1,0,0,0,0,0,0,0,0
4147,Mohammed Abu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,Charlie Adam,0,0,313,78,0,121,210,230,90,0,"1,040",991,"1,041",168,223,153,0,4,25,"7,348",35.50,42,910,23,64,807,48,4,334,2,33,2,3,28,9,0.16,11,2,413,116,28,7,0,0,0,0,0,0,0,0
9199,Adam Armstrong,0,0,24,0,0,19,6,10,7,0,0,0,0,0,0,0,0,0,4,570,10.96,4,39,0,0,0,2,0,28,4,3,0,1,2,0,0.06,0,0,71,23,32,5,0,0,0,0,0,0,0,0
2845,Emmanuel Adebayor,0,0,141,0,0,102,55,150,57,0,0,0,0,0,0,0,0,0,36,"6,703",27.70,15,189,0,0,0,17,2,315,328,97,20,60,11,12,0.40,10,0,549,239,44,53,0,0,0,0,0,0,0,0
10544,Krisztian Adorjan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4852,Adrián,38,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"3,481",25.04,0,0,0,0,"1,096",10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,464,5,57,150,53,112,550,"1,265"
